Company,Role,Job Title,Country,Gender,Qualification,Work Type,Experience,Salary ($),Job Portal,Company Value ($M),Latitude,Posting Date
"Byrd, Randall and Crosby",UX Designer,Aerospace Engineer,Germany,Male,MBA,Full time,0.8,9331.12,Indeed,0.62,-56.96839776870654,2023-05-14
White Group,UX Designer,Art Teacher,UK,Male,MBA,Full time,2.0,6407.59,LinkedIn,1.29,-26.85430197714004,2023-06-26
"Mullen, Hall and Torres",UX Designer,Account Director,India,Male,B.Tech,Contract,3.6,12506.34,Monster,1.05,-3.9308056415674457,2023-08-18
Mccann Group,Cloud Architect,Aerospace Engineer,UK,Male,B.Tech,Part time,2.8,17182.06,LinkedIn,6.38,-26.85430197714004,2023-05-13
"Hartman, Jones and Pace",Data Engineer,Account Director,UK,Male,B.Tech,Contract,9.5,12906.99,LinkedIn,7.32,-26.85430197714004,2023-02-10
Schultz-Adams,Account Director,Account Director,Australia,Female,B.Tech,Part time,1.3,15914.93,Naukri,2.59,-66.90707543854938,2023-08-29
"Humphrey, Nash and Lee",Aerospace Engineer,Art Teacher,Brazil,Female,PhD,Intern,5.0,18828.34,Indeed,8.51,59.97537301382212,2023-03-25
"Byrd, Randall and Crosby",Data Scientist,Aerospace Engineer,India,Female,B.Tech,Full time,7.4,18776.75,Indeed,4.9,-3.9308056415674457,2023-06-12
Graham Ltd,Account Director,Aerospace Engineer,Australia,Female,B.Tech,Full time,0.4,10836.92,Indeed,6.36,-66.90707543854938,2023-06-27
Thomas-Johnson,Art Teacher,Account Director,Germany,Male,B.Tech,Full time,2.1,17578.68,Indeed,5.58,-56.96839776870654,2023-10-18
Hayes-Miller,Art Teacher,Account Director,Germany,Female,M.Tech,Full time,5.2,17799.41,Monster,2.44,-56.96839776870654,2023-08-03
Leonard-Smith,Cloud Architect,Data Scientist,Australia,Male,B.Tech,Intern,8.5,17951.81,LinkedIn,0.6,-66.90707543854938,2023-09-04
Thomas-Johnson,Account Director,Account Director,Germany,Female,B.Tech,Intern,2.0,19009.64,Indeed,7.94,-56.96839776870654,2023-04-02
"Alvarado, Mcbride and Valenzuela",Data Engineer,Aerospace Engineer,Brazil,Female,B.Tech,Contract,5.0,9414.39,Indeed,0.71,59.97537301382212,2023-10-08
Hayes-Miller,Data Scientist,Account Director,USA,Female,B.Tech,Contract,1.6,5430.97,Monster,7.51,66.92586787149776,2023-02-04
"Alvarado, Mcbride and Valenzuela",Cloud Architect,Data Scientist,Germany,Male,B.Tech,Contract,8.3,15924.52,Naukri,9.72,-56.96839776870654,2023-05-27
Bates-Juarez,Cloud Architect,Account Director,USA,Male,B.Tech,Full time,4.6,14411.86,LinkedIn,8.23,66.92586787149776,2023-12-23
"Hartman, Jones and Pace",Art Teacher,Art Teacher,USA,Male,B.Tech,Part time,9.7,9775.41,Monster,8.24,66.92586787149776,2023-04-26
"Nguyen, Mccormick and Ortiz",Art Teacher,Account Director,UK,Female,B.Tech,Part time,4.2,11800.66,LinkedIn,2.43,-26.85430197714004,2023-11-07
"Terry, Garcia and Rogers",Account Director,Aerospace Engineer,India,Male,M.Tech,Intern,8.4,11831.48,Monster,8.72,-3.9308056415674457,2023-10-21
"Nguyen, Mccormick and Ortiz",Aerospace Engineer,Art Teacher,UK,Female,B.Tech,Part time,6.1,9656.02,Naukri,4.62,-26.85430197714004,2023-09-16
Walsh-Smith,Cloud Architect,Account Director,Australia,Female,M.Tech,Part time,0.4,14308.69,Monster,9.38,-66.90707543854938,2023-02-11
Thomas-Johnson,Cloud Architect,Aerospace Engineer,Germany,Male,B.Tech,Full time,5.0,16607.72,Indeed,8.94,-56.96839776870654,2023-08-09
Mccann Group,Account Director,Data Scientist,UK,Male,B.Tech,Contract,9.9,18516.44,Monster,9.65,-26.85430197714004,2023-12-03
"Hernandez, Henry and Roberts",Account Director,Aerospace Engineer,France,Female,B.Tech,Part time,8.1,14814.46,LinkedIn,8.25,51.174083616024376,2023-06-02
"Byrd, Randall and Crosby",UX Designer,Art Teacher,Germany,Male,B.Tech,Intern,2.7,11528.99,Naukri,1.56,-56.96839776870654,2023-12-06
"Alvarado, Mcbride and Valenzuela",Data Engineer,Data Scientist,Brazil,Female,MBA,Part time,3.8,18043.28,Indeed,6.43,59.97537301382212,2023-04-06
"Alvarado, Mcbride and Valenzuela",Account Director,Account Director,UK,Male,B.Tech,Intern,4.1,15579.86,Indeed,9.35,-26.85430197714004,2023-06-18
Bates-Juarez,Cloud Architect,Data Scientist,France,Female,B.Tech,Contract,1.6,18503.16,Indeed,9.92,51.174083616024376,2023-06-07
"Terry, Garcia and Rogers",Account Director,Art Teacher,France,Male,PhD,Contract,5.6,6322.2,Indeed,6.9,51.174083616024376,2023-11-21
"Nguyen, Mccormick and Ortiz",Data Engineer,Data Scientist,Brazil,Male,M.Tech,Part time,6.1,19991.45,LinkedIn,8.73,59.97537301382212,2023-04-04
Williams-Lopez,Cloud Architect,Aerospace Engineer,India,Female,MBA,Full time,0.5,18820.23,Indeed,3.78,-3.9308056415674457,2023-02-27
Nelson LLC,Art Teacher,Aerospace Engineer,France,Male,B.Tech,Contract,1.0,6797.51,Naukri,0.93,51.174083616024376,2023-10-16
Nelson LLC,Data Engineer,Art Teacher,UK,Female,B.Tech,Contract,7.0,7737.15,Naukri,7.3,-26.85430197714004,2023-11-16
"Cabrera, Lee and Caldwell",Art Teacher,Data Scientist,Germany,Male,B.Tech,Part time,6.4,13986.79,Monster,9.97,-56.96839776870654,2023-11-10
White Group,Data Engineer,Data Scientist,Australia,Female,B.Tech,Part time,4.2,17611.47,Monster,6.21,-66.90707543854938,2023-01-10
"Hernandez, Henry and Roberts",UX Designer,Art Teacher,Australia,Male,B.Tech,Part time,3.7,14113.84,LinkedIn,1.73,-66.90707543854938,2023-12-22
Anderson-Evans,Cloud Architect,Aerospace Engineer,India,Male,PhD,Part time,5.8,10707.21,Monster,4.97,-3.9308056415674457,2023-06-11
"Hutchinson, Snyder and Bennett",Data Engineer,Data Scientist,UK,Female,B.Tech,Part time,4.5,18955.78,LinkedIn,9.62,-26.85430197714004,2023-06-04
"Humphrey, Nash and Lee",Data Engineer,Aerospace Engineer,Germany,Female,B.Tech,Part time,7.8,15477.09,Indeed,1.63,-56.96839776870654,2023-01-29
Leonard-Smith,UX Designer,Data Scientist,France,Female,M.Tech,Full time,5.6,7841.45,Indeed,9.55,51.174083616024376,2023-04-27
"Hartman, Jones and Pace",UX Designer,Data Scientist,Germany,Female,B.Tech,Intern,2.7,17673.33,LinkedIn,4.56,-56.96839776870654,2023-07-30
Nelson LLC,Data Scientist,Account Director,Germany,Female,B.Tech,Part time,2.3,10812.33,Indeed,2.76,-56.96839776870654,2023-04-02
Graham Ltd,Data Scientist,Art Teacher,Brazil,Female,M.Tech,Contract,6.5,9885.12,LinkedIn,0.7,59.97537301382212,2023-12-14
Crawford-Morrison,Cloud Architect,Art Teacher,UK,Male,B.Tech,Intern,4.6,10912.15,Monster,4.64,-26.85430197714004,2023-04-27
Thomas-Johnson,Cloud Architect,Account Director,Germany,Male,B.Tech,Full time,7.6,17142.12,Monster,6.05,-56.96839776870654,2023-01-27
Williams-Lopez,UX Designer,Account Director,Australia,Female,B.Tech,Contract,6.2,8730.12,Naukri,1.36,-66.90707543854938,2023-10-22
"Galvan, Evans and Riddle",Art Teacher,Art Teacher,Brazil,Female,B.Tech,Intern,5.6,17367.5,LinkedIn,9.15,59.97537301382212,2023-09-01
"Hutchinson, Snyder and Bennett",Art Teacher,Art Teacher,Brazil,Female,PhD,Full time,0.9,15325.82,Monster,1.46,59.97537301382212,2023-05-31
Crawford-Morrison,Data Scientist,Aerospace Engineer,India,Male,PhD,Contract,0.2,11498.42,LinkedIn,3.16,-3.9308056415674457,2023-10-15
"Byrd, Randall and Crosby",Art Teacher,Account Director,UK,Male,B.Tech,Intern,5.6,19008.98,Indeed,1.84,-26.85430197714004,2023-06-29
"Allen, Williams and Spears",Data Scientist,Art Teacher,Brazil,Female,B.Tech,Full time,6.9,13555.14,Naukri,8.09,59.97537301382212,2023-06-09
"Nguyen, Mccormick and Ortiz",Aerospace Engineer,Data Scientist,UK,Male,PhD,Intern,6.6,13536.65,LinkedIn,2.38,-26.85430197714004,2023-06-17
Leonard-Smith,Art Teacher,Data Scientist,France,Male,B.Tech,Contract,5.5,16488.92,Monster,7.62,51.174083616024376,2023-01-07
"Alvarado, Mcbride and Valenzuela",Art Teacher,Aerospace Engineer,UK,Female,M.Tech,Intern,2.8,12731.0,LinkedIn,6.02,-26.85430197714004,2023-06-22
"Wallace, Hughes and Haynes",UX Designer,Aerospace Engineer,Germany,Male,B.Tech,Intern,2.3,5033.09,Indeed,8.28,-56.96839776870654,2023-02-04
Crawford-Morrison,Account Director,Data Scientist,UK,Male,B.Tech,Part time,2.1,16923.47,Naukri,7.99,-26.85430197714004,2023-07-07
Schultz-Adams,Aerospace Engineer,Account Director,UK,Female,B.Tech,Contract,0.7,7717.99,Indeed,3.34,-26.85430197714004,2023-01-10
"Hutchinson, Snyder and Bennett",Art Teacher,Data Scientist,Brazil,Male,PhD,Part time,0.7,8696.34,LinkedIn,9.65,59.97537301382212,2023-02-20
"Anderson, Wong and Hall",Cloud Architect,Aerospace Engineer,Australia,Female,MBA,Part time,2.5,13046.93,Monster,2.7,-66.90707543854938,2023-11-06
"Hernandez, Henry and Roberts",Art Teacher,Account Director,Brazil,Female,B.Tech,Part time,6.9,19904.91,LinkedIn,4.73,59.97537301382212,2023-09-21
"Allen, Williams and Spears",Aerospace Engineer,Aerospace Engineer,Australia,Male,MBA,Full time,4.1,16152.66,Monster,8.66,-66.90707543854938,2023-07-02
Bates-Juarez,Aerospace Engineer,Art Teacher,USA,Female,PhD,Contract,6.5,16497.36,Monster,8.18,66.92586787149776,2023-04-01
"Alvarado, Mcbride and Valenzuela",Aerospace Engineer,Art Teacher,India,Female,B.Tech,Intern,2.3,5012.78,Naukri,9.65,-3.9308056415674457,2023-10-28
"Zimmerman, Ellis and Smith",Cloud Architect,Account Director,Germany,Female,B.Tech,Part time,3.3,8364.96,Indeed,0.75,-56.96839776870654,2023-12-08
Crawford-Morrison,Data Scientist,Art Teacher,Brazil,Male,B.Tech,Full time,4.7,7084.2,Monster,4.16,59.97537301382212,2023-12-21
Graham Ltd,Data Engineer,Account Director,UK,Male,MBA,Full time,6.1,13083.61,Indeed,7.05,-26.85430197714004,2023-01-31
"Hartman, Jones and Pace",Data Engineer,Art Teacher,USA,Female,B.Tech,Contract,1.1,17060.51,Naukri,4.56,66.92586787149776,2023-09-09
Graham Ltd,Art Teacher,Data Scientist,Australia,Male,M.Tech,Part time,3.0,11689.92,Indeed,1.84,-66.90707543854938,2023-05-19
"Humphrey, Nash and Lee",UX Designer,Account Director,France,Female,B.Tech,Full time,1.9,12751.2,Indeed,7.55,51.174083616024376,2023-11-24
Hayes-Miller,Aerospace Engineer,Data Scientist,UK,Male,B.Tech,Part time,0.9,15325.8,Naukri,4.3,-26.85430197714004,2023-06-10
"Hernandez, Henry and Roberts",Cloud Architect,Aerospace Engineer,Brazil,Male,B.Tech,Intern,8.7,11335.55,Naukri,0.79,59.97537301382212,2023-03-23
"Mullen, Hall and Torres",Data Scientist,Art Teacher,India,Female,B.Tech,Part time,7.0,18819.92,Naukri,1.63,-3.9308056415674457,2023-08-30
"Anderson, Wong and Hall",Cloud Architect,Aerospace Engineer,UK,Female,MBA,Part time,4.7,19810.89,Monster,1.21,-26.85430197714004,2023-06-02
Nelson LLC,Art Teacher,Account Director,Brazil,Male,PhD,Full time,0.2,14158.22,Indeed,9.15,59.97537301382212,2023-07-31
"Terry, Garcia and Rogers",Account Director,Art Teacher,Brazil,Male,B.Tech,Intern,3.3,11550.6,Indeed,4.43,59.97537301382212,2023-09-05
"Bradley, Hernandez and Hancock",Data Engineer,Account Director,India,Male,B.Tech,Part time,4.2,19244.35,Indeed,1.39,-3.9308056415674457,2023-10-05
Walsh-Smith,Aerospace Engineer,Data Scientist,USA,Male,B.Tech,Contract,7.3,16247.68,LinkedIn,1.29,66.92586787149776,2023-12-12
"Galvan, Evans and Riddle",Aerospace Engineer,Aerospace Engineer,France,Male,B.Tech,Intern,1.0,15884.45,Monster,9.04,51.174083616024376,2023-12-24
"Nguyen, Mccormick and Ortiz",UX Designer,Aerospace Engineer,India,Male,MBA,Contract,5.8,15537.74,LinkedIn,9.36,-3.9308056415674457,2023-07-17
"Mullen, Hall and Torres",UX Designer,Art Teacher,France,Male,B.Tech,Part time,7.8,12934.88,Monster,1.17,51.174083616024376,2023-12-29
Williams-Lopez,Aerospace Engineer,Account Director,UK,Male,PhD,Contract,0.9,12001.39,Monster,2.1,-26.85430197714004,2023-06-17
"Alvarado, Mcbride and Valenzuela",Art Teacher,Aerospace Engineer,Brazil,Male,PhD,Intern,1.3,14887.25,LinkedIn,1.19,59.97537301382212,2023-10-30
"Mullen, Hall and Torres",Account Director,Account Director,USA,Male,B.Tech,Intern,3.3,14918.99,Indeed,6.21,66.92586787149776,2023-04-23
"Allen, Williams and Spears",Account Director,Aerospace Engineer,France,Female,PhD,Intern,3.9,16326.02,LinkedIn,6.08,51.174083616024376,2023-04-23
Leonard-Smith,Cloud Architect,Art Teacher,Australia,Male,M.Tech,Contract,9.2,15848.54,Naukri,4.36,-66.90707543854938,2023-04-17
"Bradley, Hernandez and Hancock",Data Engineer,Data Scientist,UK,Male,B.Tech,Intern,1.4,7262.04,Naukri,1.9,-26.85430197714004,2023-08-28
"Nguyen, Mccormick and Ortiz",Aerospace Engineer,Aerospace Engineer,India,Male,B.Tech,Intern,4.0,7762.93,Monster,7.78,-3.9308056415674457,2023-01-06
"Allen, Williams and Spears",Data Scientist,Account Director,Australia,Female,B.Tech,Contract,3.8,16281.02,Naukri,7.19,-66.90707543854938,2023-01-05
Nelson LLC,UX Designer,Aerospace Engineer,India,Female,B.Tech,Full time,0.8,11976.1,Naukri,2.59,-3.9308056415674457,2023-12-30
"Allen, Williams and Spears",Art Teacher,Data Scientist,France,Male,B.Tech,Intern,4.9,6675.77,Naukri,2.04,51.174083616024376,2023-01-10
Williams-Lopez,Art Teacher,Art Teacher,Brazil,Male,M.Tech,Intern,9.2,7376.22,Naukri,9.41,59.97537301382212,2023-04-22
"Mullen, Hall and Torres",Cloud Architect,Aerospace Engineer,USA,Female,B.Tech,Full time,4.8,6659.59,Indeed,6.77,66.92586787149776,2023-09-09
"Nguyen, Mccormick and Ortiz",Art Teacher,Art Teacher,Brazil,Male,M.Tech,Full time,7.9,12478.32,Indeed,6.25,59.97537301382212,2023-02-16
"Allen, Williams and Spears",UX Designer,Aerospace Engineer,UK,Female,B.Tech,Part time,1.9,15008.17,LinkedIn,8.99,-26.85430197714004,2023-10-20
Mccann Group,Data Scientist,Data Scientist,India,Male,B.Tech,Full time,0.8,9991.08,Naukri,4.1,-3.9308056415674457,2023-07-08
Anderson-Evans,Account Director,Data Scientist,UK,Male,B.Tech,Part time,4.6,8862.22,Indeed,8.76,-26.85430197714004,2023-09-26
Bates-Juarez,Data Engineer,Data Scientist,France,Female,B.Tech,Contract,3.1,10948.45,Naukri,1.52,51.174083616024376,2023-07-05
"Terry, Garcia and Rogers",Aerospace Engineer,Account Director,Australia,Female,B.Tech,Full time,3.4,16344.56,Indeed,8.01,-66.90707543854938,2023-01-10
Anderson-Evans,Data Engineer,Art Teacher,UK,Male,M.Tech,Contract,4.2,12831.58,Monster,1.29,-26.85430197714004,2023-03-31
Hayes-Miller,Data Engineer,Data Scientist,France,Female,MBA,Full time,7.5,5401.43,Monster,7.98,51.174083616024376,2023-05-07
"Hernandez, Henry and Roberts",Data Engineer,Account Director,UK,Male,MBA,Contract,8.0,7806.17,Indeed,9.76,-26.85430197714004,2023-08-05
"Bradley, Hernandez and Hancock",Account Director,Data Scientist,Germany,Male,M.Tech,Full time,9.3,9344.13,Naukri,6.38,-56.96839776870654,2023-03-16
Hayes-Miller,Art Teacher,Art Teacher,France,Male,B.Tech,Contract,1.7,8144.37,Indeed,6.81,51.174083616024376,2023-02-18
"Bradley, Hernandez and Hancock",Cloud Architect,Art Teacher,Brazil,Male,B.Tech,Intern,5.1,12029.1,Monster,7.78,59.97537301382212,2023-12-12
"Humphrey, Nash and Lee",Aerospace Engineer,Account Director,Germany,Male,PhD,Full time,8.1,8134.19,Monster,1.67,-56.96839776870654,2023-10-10
Anderson-Evans,Account Director,Aerospace Engineer,UK,Male,B.Tech,Part time,5.6,12820.12,Indeed,9.99,-26.85430197714004,2023-03-17
Anderson-Evans,Account Director,Account Director,India,Female,B.Tech,Full time,6.2,6397.22,Indeed,1.99,-3.9308056415674457,2023-01-01
"Terry, Garcia and Rogers",Art Teacher,Data Scientist,Australia,Female,MBA,Intern,5.1,9435.09,Indeed,1.43,-66.90707543854938,2023-11-07
"Anderson, Wong and Hall",Art Teacher,Data Scientist,Germany,Female,M.Tech,Intern,7.6,15909.03,LinkedIn,3.08,-56.96839776870654,2023-12-21
"Bradley, Hernandez and Hancock",Aerospace Engineer,Data Scientist,USA,Male,B.Tech,Intern,1.5,11996.96,Monster,3.61,66.92586787149776,2023-03-03
"Bradley, Hernandez and Hancock",Data Scientist,Aerospace Engineer,UK,Male,B.Tech,Contract,6.8,12653.2,Indeed,4.08,-26.85430197714004,2023-09-05
Hayes-Miller,Account Director,Data Scientist,India,Female,MBA,Full time,1.8,11897.41,LinkedIn,2.39,-3.9308056415674457,2023-12-22
Nelson LLC,Data Scientist,Account Director,India,Female,M.Tech,Contract,9.1,13813.74,Monster,6.86,-3.9308056415674457,2023-11-06
"Allen, Williams and Spears",Data Engineer,Account Director,India,Female,PhD,Contract,1.8,10465.02,Monster,0.63,-3.9308056415674457,2023-05-02
"Cabrera, Lee and Caldwell",Aerospace Engineer,Data Scientist,India,Female,B.Tech,Part time,1.5,19826.38,Monster,2.76,-3.9308056415674457,2023-07-16
"Pittman, Gutierrez and Munoz",Art Teacher,Art Teacher,Brazil,Female,M.Tech,Contract,6.1,9736.49,LinkedIn,6.7,59.97537301382212,2023-08-06
"Hernandez, Henry and Roberts",UX Designer,Art Teacher,Germany,Male,B.Tech,Intern,4.0,19132.65,Indeed,1.64,-56.96839776870654,2023-06-25
Leonard-Smith,Data Scientist,Data Scientist,Germany,Male,M.Tech,Intern,2.8,11318.57,Indeed,4.99,-56.96839776870654,2023-10-23
Hayes-Miller,Data Engineer,Data Scientist,USA,Male,M.Tech,Full time,9.8,13587.17,Monster,8.05,66.92586787149776,2023-03-16
"Terry, Garcia and Rogers",Aerospace Engineer,Aerospace Engineer,France,Male,B.Tech,Contract,9.6,13901.8,Indeed,8.64,51.174083616024376,2023-04-12
"Alvarado, Mcbride and Valenzuela",Aerospace Engineer,Data Scientist,India,Female,PhD,Intern,6.7,18488.74,Indeed,7.99,-3.9308056415674457,2023-06-15
"Byrd, Randall and Crosby",Cloud Architect,Art Teacher,India,Female,M.Tech,Contract,0.8,8779.59,LinkedIn,8.14,-3.9308056415674457,2023-04-30
"Zimmerman, Ellis and Smith",Aerospace Engineer,Data Scientist,Germany,Female,B.Tech,Full time,8.8,19115.45,Naukri,7.78,-56.96839776870654,2023-01-08
Schultz-Adams,Aerospace Engineer,Aerospace Engineer,Germany,Male,B.Tech,Intern,3.4,5368.66,Naukri,3.03,-56.96839776870654,2023-10-19
"Pittman, Gutierrez and Munoz",Cloud Architect,Account Director,UK,Female,M.Tech,Intern,1.8,13916.03,Monster,1.67,-26.85430197714004,2023-12-16
Schultz-Adams,Cloud Architect,Art Teacher,Australia,Female,B.Tech,Intern,7.0,17666.32,Monster,4.7,-66.90707543854938,2023-07-22
"Allen, Williams and Spears",Data Engineer,Account Director,UK,Female,B.Tech,Part time,9.7,14214.25,Naukri,5.07,-26.85430197714004,2023-12-23
White Group,Data Engineer,Data Scientist,Australia,Female,MBA,Full time,4.6,13099.62,Monster,4.27,-66.90707543854938,2023-03-21
Bates-Juarez,Aerospace Engineer,Data Scientist,France,Female,B.Tech,Part time,0.3,15339.91,LinkedIn,5.12,51.174083616024376,2023-10-01
Hayes-Miller,Aerospace Engineer,Art Teacher,USA,Female,B.Tech,Contract,6.5,14230.45,Indeed,0.91,66.92586787149776,2023-04-29
"Byrd, Randall and Crosby",Aerospace Engineer,Aerospace Engineer,France,Male,B.Tech,Full time,6.8,9547.42,Monster,3.01,51.174083616024376,2023-02-24
"Bradley, Hernandez and Hancock",Account Director,Account Director,UK,Female,B.Tech,Full time,6.0,13150.65,LinkedIn,2.57,-26.85430197714004,2023-08-20
Anderson-Evans,Cloud Architect,Aerospace Engineer,USA,Female,PhD,Part time,2.9,12444.4,Indeed,9.87,66.92586787149776,2023-04-25
"Wallace, Hughes and Haynes",Data Scientist,Account Director,India,Female,B.Tech,Part time,6.9,16456.28,Naukri,6.15,-3.9308056415674457,2023-03-02
Williams-Lopez,Data Scientist,Art Teacher,UK,Male,M.Tech,Intern,7.8,11156.91,Monster,7.3,-26.85430197714004,2023-07-29
"Humphrey, Nash and Lee",UX Designer,Data Scientist,Australia,Male,B.Tech,Intern,6.4,15026.71,Indeed,7.69,-66.90707543854938,2023-11-09
"Mullen, Hall and Torres",UX Designer,Account Director,UK,Female,M.Tech,Contract,2.7,17428.32,Monster,0.54,-26.85430197714004,2023-01-09
Leonard-Smith,Data Scientist,Aerospace Engineer,Brazil,Male,B.Tech,Part time,1.9,11984.22,Monster,1.35,59.97537301382212,2023-04-28
"Pittman, Gutierrez and Munoz",Data Scientist,Account Director,Germany,Female,MBA,Intern,6.8,5255.64,Monster,1.27,-56.96839776870654,2023-07-23
Graham Ltd,Account Director,Aerospace Engineer,Australia,Male,B.Tech,Contract,2.3,16911.55,Monster,2.06,-66.90707543854938,2023-04-30
"Bradley, Hernandez and Hancock",Account Director,Data Scientist,India,Female,B.Tech,Intern,4.8,18766.26,LinkedIn,1.69,-3.9308056415674457,2023-05-30
"Alvarado, Mcbride and Valenzuela",Aerospace Engineer,Aerospace Engineer,Germany,Male,B.Tech,Intern,10.0,12817.14,Monster,6.89,-56.96839776870654,2023-09-24
"Hernandez, Henry and Roberts",UX Designer,Aerospace Engineer,Australia,Male,B.Tech,Contract,0.2,13352.79,LinkedIn,4.31,-66.90707543854938,2023-08-15
Mccann Group,Aerospace Engineer,Aerospace Engineer,France,Male,PhD,Intern,8.7,17238.31,Naukri,3.5,51.174083616024376,2023-06-27
Thomas-Johnson,Account Director,Aerospace Engineer,France,Female,B.Tech,Contract,7.4,15978.33,Indeed,8.73,51.174083616024376,2023-09-12
"Pittman, Gutierrez and Munoz",Art Teacher,Art Teacher,Australia,Female,B.Tech,Intern,3.6,9844.92,Monster,7.48,-66.90707543854938,2023-01-30
"Pittman, Gutierrez and Munoz",Data Engineer,Account Director,Germany,Male,B.Tech,Full time,6.8,18352.47,Naukri,4.44,-56.96839776870654,2023-04-20
Leonard-Smith,Art Teacher,Aerospace Engineer,UK,Female,B.Tech,Part time,4.2,10343.11,Indeed,2.62,-26.85430197714004,2023-04-28
Hayes-Miller,Art Teacher,Data Scientist,India,Female,B.Tech,Contract,5.8,12109.67,LinkedIn,9.11,-3.9308056415674457,2023-04-22
Schultz-Adams,Art Teacher,Aerospace Engineer,Germany,Male,M.Tech,Full time,8.6,17427.07,Indeed,9.85,-56.96839776870654,2023-12-28
